,klub,pilkarz,pozycja,data_urodzenia,wzrost,dominujaca_noga,kontrakt_od,kontrakt_do,wartosc_eur,liga,wiek
1838,Getafe CF,Juanmi Latasa,Środkowy napastnik,23 mar 2001 (21),"1,92m",lewonożny,26 sie 2022,30 cze 2023,1000000.0,laliga,21
1839,CA Osasuna,Sergio Herrera,Bramkarz,5 cze 1993 (29),"1,92m",prawonożny,12 lip 2017,-,8000000.0,laliga,29
1840,CA Osasuna,Aitor Fernández,Bramkarz,3 maj 1991 (31),"1,82m",prawonożny,2 lip 2022,30 cze 2025,2500000.0,laliga,31
1841,CA Osasuna,Juan Pérez,Bramkarz,15 lip 1996 (26),"1,91m",prawonożny,1 lip 2019,30 cze 2024,600000.0,laliga,26
1842,CA Osasuna,David García,Środkowy obrońca,14 lut 1994 (28),"1,86m",obunożny,1 sty 2015,30 cze 2026,20000000.0,laliga,28
1843,CA Osasuna,Unai García,Środkowy obrońca,3 lut 1992 (30),"1,86m",prawonożny,1 lip 2015,30 cze 2025,2500000.0,laliga,30
1844,CA Osasuna,Aridane Hernández,Środkowy obrońca,23 mar 1989 (33),"1,88m",prawonożny,17 lip 2017,30 cze 2023,1000000.0,laliga,33
1845,CA Osasuna,Manu Sánchez,Lewy obrońca,24 sie 2000 (22),"1,71m",lewonożny,27 lip 2022,30 cze 2023,10000000.0,laliga,22
1846,CA Osasuna,Juan Cruz,Lewy obrońca,28 lip 1992 (30),"1,82m",lewonożny,30 sie 2020,30 cze 2026,2500000.0,laliga,30
1847,CA Osasuna,Nacho Vidal ,Prawy obrońca,24 sty 1995 (27),"1,80m",prawonożny,13 lip 2018,30 cze 2025,5000000.0,laliga,27
1848,CA Osasuna,Rubén Peña ,Prawy obrońca,18 lip 1991 (31),"1,70m",prawonożny,1 lip 2022,30 cze 2025,2500000.0,laliga,31
1849,CA Osasuna,Lucas Torró,Defensywny pomocnik,19 lip 1994 (28),"1,90m",prawonożny,4 sie 2020,30 cze 2027,7000000.0,laliga,28
1850,CA Osasuna,Jon Moncayola,Środkowy pomocnik,13 maj 1998 (24),"1,82m",prawonożny,1 lip 2019,30 cze 2031,12000000.0,laliga,24
1851,CA Osasuna,Darko Brasanac,Środkowy pomocnik,12 lut 1992 (30),"1,78m",prawonożny,22 lip 2019,30 cze 2023,2000000.0,laliga,30
1852,CA Osasuna,Pablo Ibáñez,Środkowy pomocnik,20 wrz 1998 (24),"1,79m",prawonożny,1 lip 2022,30 cze 2024,400000.0,laliga,24
1853,CA Osasuna,Aimar Oroz,Ofensywny pomocnik,27 lis 2001 (21),"1,77m",prawonożny,1 lip 2022,30 cze 2026,6000000.0,laliga,21
1854,CA Osasuna,Abde Ezzalzouli,Lewy napastnik,17 gru 2001 (21),"1,77m",prawonożny,1 wrz 2022,30 cze 2023,8000000.0,laliga,21
1855,CA Osasuna,Moi Gómez,Lewy napastnik,23 cze 1994 (28),"1,76m",prawonożny,28 lip 2022,30 cze 2027,8000000.0,laliga,28
1856,CA Osasuna,Rubén García,Lewy napastnik,14 lip 1993 (29),"1,71m",lewonożny,1 lip 2019,30 cze 2024,6000000.0,laliga,29
1857,CA Osasuna,Kike Saverio ,Lewy napastnik,19 cze 1999 (23),"1,78m",obunożny,1 lip 2021,30 cze 2023,200000.0,laliga,23
1858,CA Osasuna,Kike Barja,Prawy napastnik,1 kwi 1997 (25),"1,79m",prawonożny,1 sty 2018,30 cze 2026,3000000.0,laliga,25
1859,CA Osasuna,Chimy Ávila,Środkowy napastnik,6 lut 1994 (28),"1,72m",prawonożny,1 lip 2019,30 cze 2026,10000000.0,laliga,28
1860,CA Osasuna,Ante Budimir,Środkowy napastnik,22 lip 1991 (31),"1,90m",lewonożny,1 lip 2021,30 cze 2025,6000000.0,laliga,31
1861,CA Osasuna,Kike García,Środkowy napastnik,25 lis 1989 (33),"1,86m",prawonożny,1 lip 2021,30 cze 2024,1800000.0,laliga,33
1862,Celta de Vigo,Agustín Marchesín,Bramkarz,16 mar 1988 (34),"1,88m",prawonożny,1 sie 2022,30 cze 2025,3000000.0,laliga,34
1863,Celta de Vigo,Iván Villar,Bramkarz,9 lip 1997 (25),"1,86m",prawonożny,1 lip 2019,30 cze 2023,1200000.0,laliga,25
1864,Celta de Vigo,Joseph Aidoo,Środkowy obrońca,29 wrz 1995 (27),"1,77m",prawonożny,11 lip 2019,30 cze 2026,7000000.0,laliga,27
1865,Celta de Vigo,Unai Núñez,Środkowy obrońca,30 sty 1997 (25),"1,86m",prawonożny,20 lip 2022,30 cze 2023,6000000.0,laliga,25
1866,Celta de Vigo,Óscar Mingueza,Środkowy obrońca,13 maj 1999 (23),"1,84m",prawonożny,30 lip 2022,30 cze 2026,3000000.0,laliga,23
1867,Celta de Vigo,Carlos Domínguez,Środkowy obrońca,11 lut 2001 (21),"1,87m",lewonożny,-,30 cze 2026,1000000.0,laliga,21
1868,Celta de Vigo,Javi Galán,Lewy obrońca,19 lis 1994 (28),"1,72m",lewonożny,31 lip 2021,30 cze 2026,12000000.0,laliga,28
1869,Celta de Vigo,Hugo Mallo,Prawy obrońca,22 cze 1991 (31),"1,74m",prawonożny,1 lip 2009,30 cze 2023,3500000.0,laliga,31
1870,Celta de Vigo,Kevin Vázquez,Prawy obrońca,23 mar 1993 (29),"1,75m",prawonożny,1 lip 2018,30 cze 2023,1000000.0,laliga,29
1871,Celta de Vigo,Renato Tapia,Defensywny pomocnik,28 lip 1995 (27),"1,85m",prawonożny,4 sie 2020,30 cze 2024,9000000.0,laliga,27
1872,Celta de Vigo,Fran Beltrán,Środkowy pomocnik,3 lut 1999 (23),"1,65m",prawonożny,1 sie 2018,30 cze 2026,15000000.0,laliga,23
1873,Celta de Vigo,Luca de la Torre,Środkowy pomocnik,23 maj 1998 (24),"1,77m",prawonożny,8 lip 2022,30 cze 2026,2000000.0,laliga,24
1874,Celta de Vigo,Óscar Rodríguez,Ofensywny pomocnik,28 cze 1998 (24),"1,74m",prawonożny,8 lip 2022,30 cze 2023,10000000.0,laliga,24
1875,Celta de Vigo,Gabri Veiga,Ofensywny pomocnik,27 maj 2002 (20),"1,85m",prawonożny,1 lip 2022,30 cze 2026,10000000.0,laliga,20
1876,Celta de Vigo,Denis Suárez,Ofensywny pomocnik,6 sty 1994 (29),"1,76m",prawonożny,1 lip 2019,30 cze 2024,5000000.0,laliga,29
1877,Celta de Vigo,Williot Swedberg,Ofensywny pomocnik,1 lut 2004 (18),"1,87m",prawonożny,1 lip 2022,30 cze 2027,5000000.0,laliga,18
1878,Celta de Vigo,Franco Cervi,Lewy napastnik,26 maj 1994 (28),"1,66m",lewonożny,5 lip 2021,30 cze 2024,3000000.0,laliga,28
1879,Celta de Vigo,Carles Pérez,Prawy napastnik,16 lut 1998 (24),"1,73m",lewonożny,9 sie 2022,30 cze 2023,4000000.0,laliga,24
1880,Celta de Vigo,Augusto Solari,Prawy napastnik,3 sty 1992 (31),"1,76m",prawonożny,23 sty 2021,30 cze 2023,2500000.0,laliga,31
1881,Celta de Vigo,Jörgen Strand Larsen,Środkowy napastnik,6 lut 2000 (22),"1,93m",prawonożny,1 wrz 2022,30 cze 2028,11000000.0,laliga,22
1882,Celta de Vigo,Iago Aspas,Środkowy napastnik,1 sie 1987 (35),"1,76m",lewonożny,7 lip 2015,30 cze 2025,7000000.0,laliga,35
1883,Celta de Vigo,Gonçalo Paciência,Środkowy napastnik,1 sie 1994 (28),"1,84m",prawonożny,6 sie 2022,30 cze 2025,3000000.0,laliga,28
1884,Girona FC,Paulo Gazzaniga,Bramkarz,2 sty 1992 (31),"1,96m",prawonożny,1 wrz 2022,30 cze 2023,2500000.0,laliga,31
1885,Girona FC,Juan Carlos,Bramkarz,20 sty 1988 (34),"1,87m", ,1 lip 2019,30 cze 2023,300000.0,laliga,34
1886,Girona FC,Toni Fuidias,Bramkarz,15 kwi 2001 (21),"1,95m",prawonożny,1 wrz 2022,30 cze 2025,300000.0,laliga,21
1887,Girona FC,Santiago Bueno,Środkowy obrońca,9 lis 1998 (24),"1,92m",prawonożny,19 sie 2019,30 cze 2024,7000000.0,laliga,24
1888,Girona FC,David López,Środkowy obrońca,9 paź 1989 (33),"1,85m",prawonożny,25 lip 2022,30 cze 2023,2000000.0,laliga,33
1889,Girona FC,Bernardo Espinosa,Środkowy obrońca,11 lip 1989 (33),"1,92m",prawonożny,7 lip 2017,30 cze 2023,1500000.0,laliga,33
1890,Girona FC,Juanpe,Środkowy obrońca,30 kwi 1991 (31),"1,90m",prawonożny,7 lip 2016,30 cze 2023,1500000.0,laliga,31
1891,Girona FC,Miguel Gutiérrez,Lewy obrońca,27 lip 2001 (21),"1,80m",lewonożny,5 sie 2022,30 cze 2027,8000000.0,laliga,21
1892,Girona FC,Javi Hernández,Lewy obrońca,2 maj 1998 (24),"1,85m",lewonożny,19 sie 2022,30 cze 2023,2500000.0,laliga,24
1893,Girona FC,Arnau Martínez,Prawy obrońca,25 kwi 2003 (19),"1,82m",prawonożny,1 kwi 2021,30 cze 2025,9000000.0,laliga,19
1894,Girona FC,Yan Couto,Prawy obrońca,3 cze 2002 (20),"1,68m",prawonożny,25 lip 2022,30 cze 2023,6000000.0,laliga,20
1895,Girona FC,Oriol Romeu,Defensywny pomocnik,24 wrz 1991 (31),"1,83m",prawonożny,1 wrz 2022,30 cze 2025,5000000.0,laliga,31
1896,Girona FC,Ramón Terrats,Defensywny pomocnik,18 paź 2000 (22),"1,81m",lewonożny,1 lis 2020,30 cze 2024,1500000.0,laliga,22
1897,Girona FC,Ibrahima Kébé ,Defensywny pomocnik,1 sie 2000 (22),"1,80m",prawonożny,1 lip 2020,30 cze 2024,600000.0,laliga,22
1898,Girona FC,Yangel Herrera,Środkowy pomocnik,7 sty 1998 (25),"1,84m",prawonożny,2 sie 2022,30 cze 2023,9000000.0,laliga,25
1899,Girona FC,Aleix García,Środkowy pomocnik,28 cze 1997 (25),"1,73m",prawonożny,23 lip 2021,30 cze 2023,7000000.0,laliga,25
1900,Girona FC,Reinier,Ofensywny pomocnik,19 sty 2002 (20),"1,85m",prawonożny,19 sie 2022,30 cze 2023,4000000.0,laliga,20
1901,Girona FC,Iván Martín,Ofensywny pomocnik,14 lut 1999 (23),"1,78m",lewonożny,27 sty 2022,30 cze 2023,1000000.0,laliga,23
1902,Girona FC,Borja García,Ofensywny pomocnik,2 lis 1990 (32),"1,75m",prawonożny,3 wrz 2021,30 cze 2023,1000000.0,laliga,32
1903,Girona FC,Manu Vallejo,Lewy napastnik,14 lut 1997 (25),"1,67m",prawonożny,1 wrz 2022,30 cze 2025,3000000.0,laliga,25
1904,Girona FC,Toni Villa,Lewy napastnik,7 sty 1995 (28),"1,72m",prawonożny,1 wrz 2022,30 cze 2025,2500000.0,laliga,28
1905,Girona FC,Samu Saiz,Lewy napastnik,22 sty 1991 (31),"1,74m",prawonożny,18 lip 2019,30 cze 2023,900000.0,laliga,31
1906,Girona FC,Viktor Tsygankov,Prawy napastnik,15 lis 1997 (25),"1,78m",lewonożny,17 sty 2023,30 cze 2027,22000000.0,laliga,25
1907,Girona FC,Rodrigo Riquelme,Prawy napastnik,2 kwi 2000 (22),"1,74m",prawonożny,1 sie 2022,30 cze 2023,7500000.0,laliga,22
1908,Girona FC,Valery Fernández,Prawy napastnik,23 lis 1999 (23),"1,82m",prawonożny,1 sty 2019,30 cze 2023,1500000.0,laliga,23
1909,Girona FC,Taty Castellanos,Środkowy napastnik,3 paź 1998 (24),"1,78m",prawonożny,25 lip 2022,30 cze 2023,9000000.0,laliga,24
1910,Girona FC,Cristhian Stuani,Środkowy napastnik,12 paź 1986 (36),"1,84m",prawonożny,21 lip 2017,30 cze 2026,2000000.0,laliga,36
1911,UD Almería,Fernando Pacheco,Bramkarz,18 maj 1992 (30),"1,87m",lewonożny,10 sie 2022,30 cze 2026,3000000.0,laliga,30
1912,UD Almería,Fernando Martínez,Bramkarz,10 cze 1990 (32),"1,83m",prawonożny,5 lip 2017,30 cze 2023,1500000.0,laliga,32
1913,UD Almería,Diego Fuoli,Bramkarz,20 paź 1997 (25),"1,88m",prawonożny,1 lip 2022,30 cze 2023,200000.0,laliga,25
1914,UD Almería,Kaiky,Środkowy obrońca,12 sty 2004 (19),"1,81m",prawonożny,19 lip 2022,30 cze 2028,8000000.0,laliga,19
1915,UD Almería,Rodrigo Ely,Środkowy obrońca,3 lis 1993 (29),"1,91m",prawonożny,7 mar 2022,30 cze 2024,3000000.0,laliga,29
1916,UD Almería,Srdjan Babic,Środkowy obrońca,22 kwi 1996 (26),"1,94m",lewonożny,1 lip 2022,30 cze 2026,3000000.0,laliga,26
1917,UD Almería,Chumi,Środkowy obrońca,2 mar 1999 (23),"1,85m",prawonożny,10 wrz 2020,30 cze 2025,2000000.0,laliga,23
1918,UD Almería,Iván Martos ,Środkowy obrońca,15 maj 1997 (25),"1,83m",lewonożny,1 lip 2019,30 cze 2024,400000.0,laliga,25
1919,UD Almería,Sergio Akieme,Lewy obrońca,16 gru 1997 (25),"1,75m",lewonożny,7 lip 2021,30 cze 2026,7500000.0,laliga,25
1920,UD Almería,Álex Centelles,Lewy obrońca,30 sie 1999 (23),"1,85m",lewonożny,2 paź 2020,30 cze 2026,1200000.0,laliga,23
1921,UD Almería,Alejandro Pozo,Prawy obrońca,22 lut 1999 (23),"1,73m",prawonożny,1 lip 2022,30 cze 2027,3000000.0,laliga,23
1922,UD Almería,Houboulang Mendes,Prawy obrońca,4 maj 1998 (24),"1,84m",prawonożny,6 lip 2022,30 cze 2026,3000000.0,laliga,24
1923,UD Almería,Samú Costa,Defensywny pomocnik,27 lis 2000 (22),"1,85m",lewonożny,1 lip 2021,30 cze 2026,5000000.0,laliga,22
1924,UD Almería,Iñigo Eguaras,Defensywny pomocnik,7 mar 1992 (30),"1,81m",prawonożny,21 sty 2022,30 cze 2024,1200000.0,laliga,30
1925,UD Almería,Lucas Robertone,Środkowy pomocnik,18 mar 1997 (25),"1,69m",prawonożny,1 paź 2020,30 cze 2028,6000000.0,laliga,25
1926,UD Almería,Gonzalo Melero,Środkowy pomocnik,2 sty 1994 (29),"1,83m",prawonożny,1 wrz 2022,30 cze 2026,4000000.0,laliga,29
1927,UD Almería,Arnau Puigmal,Środkowy pomocnik,10 sty 2001 (22),"1,74m",prawonożny,9 lip 2021,30 cze 2026,2000000.0,laliga,22
1928,UD Almería,Gui Guedes,Środkowy pomocnik,17 kwi 2002 (20),"1,84m",prawonożny,1 lip 2022,30 cze 2028,1500000.0,laliga,20
1929,UD Almería,César de la Hoz,Środkowy pomocnik,30 mar 1992 (30),"1,79m",prawonożny,4 lip 2018,30 cze 2023,1200000.0,laliga,30
1930,UD Almería,Largie Ramazani,Lewy napastnik,27 lut 2001 (21),"1,67m",prawonożny,24 sie 2020,30 cze 2025,9000000.0,laliga,21
1931,UD Almería,Lázaro,Lewy napastnik,12 mar 2002 (20),"1,81m",prawonożny,1 wrz 2022,30 cze 2028,6000000.0,laliga,20
1932,UD Almería,Adrián Embarba,Prawy napastnik,7 maj 1992 (30),"1,73m",prawonożny,24 sie 2022,30 cze 2026,3000000.0,laliga,30
1933,UD Almería,Francisco Portillo,Prawy napastnik,13 cze 1990 (32),"1,69m",prawonożny,22 lip 2021,30 cze 2023,1500000.0,laliga,32
1934,UD Almería,Léo Baptistão,Cofnięty napastnik,26 sie 1992 (30),"1,85m",prawonożny,11 sie 2022,30 cze 2026,1800000.0,laliga,30
1935,UD Almería,El Bilal Touré,Środkowy napastnik,3 paź 2001 (21),"1,85m",obunożny,1 wrz 2022,30 cze 2028,10000000.0,laliga,21
1936,UD Almería,Luis Suárez,Środkowy napastnik,2 gru 1997 (25),"1,85m",prawonożny,1 sty 2023,30 cze 2023,9000000.0,laliga,25
1937,UD Almería,Marko Milovanovic,Środkowy napastnik,4 sie 2003 (19),"1,94m",prawonożny,11 lip 2022,30 cze 2028,1200000.0,laliga,19
1938,UD Almería,Dyego Sousa,Środkowy napastnik,14 wrz 1989 (33),"1,89m",prawonożny,31 sie 2021,30 cze 2024,1000000.0,laliga,33
1939,RCD Espanyol,Benjamin Lecomte,Bramkarz,26 kwi 1991 (31),"1,86m",lewonożny,13 lip 2022,30 cze 2023,4000000.0,laliga,31
1940,RCD Espanyol,Álvaro Fernández,Bramkarz,13 kwi 1998 (24),"1,86m",lewonożny,31 sie 2022,30 cze 2023,3000000.0,laliga,24
1941,RCD Espanyol,Joan García,Bramkarz,4 maj 2001 (21),"1,81m",prawonożny,1 lip 2021,30 cze 2025,400000.0,laliga,21
1942,RCD Espanyol,César Montes,Środkowy obrońca,24 lut 1997 (25),"1,95m",prawonożny,1 sty 2023,30 cze 2028,7000000.0,laliga,25
1943,RCD Espanyol,Leandro Cabrera,Środkowy obrońca,17 cze 1991 (31),"1,90m",lewonożny,20 sty 2020,30 cze 2024,3500000.0,laliga,31
1944,RCD Espanyol,Fernando Calero,Środkowy obrońca,14 wrz 1995 (27),"1,84m",prawonożny,9 sie 2019,30 cze 2024,2000000.0,laliga,27
1945,RCD Espanyol,Sergi Gómez,Środkowy obrońca,28 mar 1992 (30),"1,85m",prawonożny,28 lip 2021,30 cze 2024,2000000.0,laliga,30
1946,RCD Espanyol,Simo Keddari,Środkowy obrońca,3 lut 2005 (17),"1,83m",prawonożny,1 lip 2022,30 cze 2026,200000.0,laliga,17
1947,RCD Espanyol,Adrià Pedrosa,Lewy obrońca,13 maj 1998 (24),"1,72m",lewonożny,1 lip 2019,30 cze 2023,5000000.0,laliga,24
1948,RCD Espanyol,Brian Oliván,Lewy obrońca,1 kwi 1994 (28),"1,75m",lewonożny,1 lip 2022,30 cze 2025,5000000.0,laliga,28
1949,RCD Espanyol,Óscar Gil,Prawy obrońca,26 kwi 1998 (24),"1,75m",obunożny,7 wrz 2020,30 cze 2024,3000000.0,laliga,24
1950,RCD Espanyol,Aleix Vidal,Prawy obrońca,21 sie 1989 (33),"1,77m",prawonożny,18 sie 2021,30 cze 2023,1800000.0,laliga,33
1951,RCD Espanyol,Omar El Hilali,Prawy obrońca,12 wrz 2003 (19),"1,83m",prawonożny,1 lip 2022,-,500000.0,laliga,19
1952,RCD Espanyol,Rubén Sánchez,Prawy obrońca,4 lut 2001 (21),"1,85m",prawonożny,1 lip 2022,30 cze 2024,500000.0,laliga,21
1953,RCD Espanyol,Vinicius Souza,Defensywny pomocnik,17 cze 1999 (23),"1,87m",prawonożny,8 lip 2022,30 cze 2023,7000000.0,laliga,23
1954,RCD Espanyol,Sergi Darder,Środkowy pomocnik,22 gru 1993 (29),"1,80m",prawonożny,1 lip 2018,30 cze 2026,14000000.0,laliga,29
1955,RCD Espanyol,Edu Expósito,Środkowy pomocnik,1 sie 1996 (26),"1,78m",prawonożny,8 sie 2022,30 cze 2027,6000000.0,laliga,26
1956,RCD Espanyol,Keidi Bare ,Środkowy pomocnik,28 sie 1997 (25),"1,74m",prawonożny,22 wrz 2020,30 cze 2024,3500000.0,laliga,25
1957,RCD Espanyol,Pol Lozano,Środkowy pomocnik,6 paź 1999 (23),"1,76m",prawonożny,1 lip 2020,30 cze 2023,1500000.0,laliga,23
1958,RCD Espanyol,Javi Puado,Lewy napastnik,25 maj 1998 (24),"1,77m",prawonożny,1 lip 2018,30 cze 2025,7000000.0,laliga,24
1959,RCD Espanyol,Nico Melamed,Lewy napastnik,11 kwi 2001 (21),"1,73m",prawonożny,1 sie 2020,30 cze 2024,6000000.0,laliga,21
1960,RCD Espanyol,José Carlos Lazo,Lewy napastnik,16 lut 1996 (26),"1,78m",obunożny,24 sie 2022,30 cze 2027,2500000.0,laliga,26
1961,RCD Espanyol,Joselu,Środkowy napastnik,27 mar 1990 (32),"1,92m",prawonożny,1 lip 2022,30 cze 2025,6000000.0,laliga,32
1962,RCD Espanyol,Martin Braithwaite,Środkowy napastnik,5 cze 1991 (31),"1,77m",prawonożny,1 wrz 2022,30 cze 2025,5000000.0,laliga,31
1963,RCD Espanyol,Dani Gómez,Środkowy napastnik,30 lip 1998 (24),"1,78m",prawonożny,22 sie 2022,30 cze 2023,2000000.0,laliga,24
1964,Rayo Vallecano,Stole Dimitrievski,Bramkarz,25 gru 1993 (29),"1,88m",prawonożny,31 sty 2019,30 cze 2024,4000000.0,laliga,29
1965,Rayo Vallecano,Miguel Ángel Morro,Bramkarz,11 wrz 2000 (22),"1,95m",lewonożny,1 sie 2020,30 cze 2023,600000.0,laliga,22
1966,Rayo Vallecano,Diego López,Bramkarz,3 lis 1981 (41),"1,96m",prawonożny,2 lip 2022,30 cze 2023,500000.0,laliga,41
1967,Rayo Vallecano,Alejandro Catena,Środkowy obrońca,28 paź 1994 (28),"1,94m",prawonożny,31 sty 2019,30 cze 2023,8000000.0,laliga,28
1968,Rayo Vallecano,Florian Lejeune,Środkowy obrońca,20 maj 1991 (31),"1,90m",prawonożny,29 lip 2022,30 cze 2023,3000000.0,laliga,31
1969,Rayo Vallecano,Abdul Mumin,Środkowy obrońca,6 cze 1998 (24),"1,88m",prawonożny,1 wrz 2022,30 cze 2026,1500000.0,laliga,24
1970,Rayo Vallecano,Esteban Saveljich,Środkowy obrońca,20 maj 1991 (31),"1,87m",prawonożny,26 lip 2019,30 cze 2023,600000.0,laliga,31
1971,Rayo Vallecano,Mario Suárez,Środkowy obrońca,24 lut 1987 (35),"1,89m",prawonożny,31 sty 2019,30 cze 2023,300000.0,laliga,35
1972,Rayo Vallecano,Fran García,Lewy obrońca,14 sie 1999 (23),"1,69m",lewonożny,13 lip 2021,30 cze 2025,8000000.0,laliga,23
1973,Rayo Vallecano,Pep Chavarría,Lewy obrońca,10 kwi 1998 (24),"1,74m",lewonożny,31 sie 2022,30 cze 2027,1000000.0,laliga,24
1974,Rayo Vallecano,Iván Balliu,Prawy obrońca,1 sty 1992 (31),"1,72m",prawonożny,14 lip 2021,30 cze 2025,3500000.0,laliga,31
1975,Rayo Vallecano,Mario Hernández,Prawy obrońca,25 sty 1999 (23),"1,77m",prawonożny,1 sty 2019,30 cze 2023,700000.0,laliga,23
1976,Rayo Vallecano,Pathé Ciss,Środkowy pomocnik,16 mar 1994 (28),"1,86m",prawonożny,28 lip 2021,30 cze 2025,4000000.0,laliga,28
1977,Rayo Vallecano,Óscar Valentín,Środkowy pomocnik,20 sie 1994 (28),"1,77m",prawonożny,1 lip 2019,30 cze 2025,4000000.0,laliga,28
1978,Rayo Vallecano,Santi Comesaña,Środkowy pomocnik,5 paź 1996 (26),"1,88m",obunożny,16 lip 2016,30 cze 2023,3500000.0,laliga,26
1979,Rayo Vallecano,Unai López,Środkowy pomocnik,30 paź 1995 (27),"1,70m",prawonożny,1 lip 2022,30 cze 2024,3500000.0,laliga,27
1980,Rayo Vallecano,Óscar Trejo,Ofensywny pomocnik,26 kwi 1988 (34),"1,80m",prawonożny,1 lip 2017,30 cze 2024,3000000.0,laliga,34
1981,Rayo Vallecano,Randy Nteka,Ofensywny pomocnik,6 gru 1997 (25),"1,89m",lewonożny,28 lip 2021,30 cze 2026,2500000.0,laliga,25
1982,Rayo Vallecano,José Pozo,Ofensywny pomocnik,15 mar 1996 (26),"1,71m",lewonożny,27 lip 2018,30 cze 2024,1200000.0,laliga,26
1983,Rayo Vallecano,Álvaro García,Lewy napastnik,27 paź 1992 (30),"1,67m",obunożny,23 sie 2018,30 cze 2026,6000000.0,laliga,30
1984,Rayo Vallecano,Bebé,Lewy napastnik,12 lip 1990 (32),"1,90m",prawonożny,31 sie 2018,30 cze 2025,800000.0,laliga,32
1985,Rayo Vallecano,Isi Palazón,Prawy napastnik,27 gru 1994 (28),"1,69m",lewonożny,23 sty 2020,30 cze 2025,7500000.0,laliga,28
1986,Rayo Vallecano,Salvi Sánchez,Prawy napastnik,30 mar 1991 (31),"1,70m",prawonożny,1 lip 2022,30 cze 2024,1800000.0,laliga,31
1987,Rayo Vallecano,Raúl de Tomás,Środkowy napastnik,17 paź 1994 (28),"1,80m",prawonożny,13 wrz 2022,30 cze 2027,12000000.0,laliga,28
1988,Rayo Vallecano,Sergio Camello,Środkowy napastnik,10 lut 2001 (21),"1,77m",prawonożny,3 sie 2022,30 cze 2023,7000000.0,laliga,21
1989,Rayo Vallecano,Radamel Falcao,Środkowy napastnik,10 lut 1986 (36),"1,77m",prawonożny,4 wrz 2021,30 cze 2023,2000000.0,laliga,36
1990,Rayo Vallecano,Andrés Martín,Środkowy napastnik,11 lip 1999 (23),"1,78m",lewonożny,1 lip 2019,30 cze 2024,1000000.0,laliga,23
1991,RCD Mallorca,Predrag Rajković ,Bramkarz,31 paź 1995 (27),"1,92m",prawonożny,22 lip 2022,30 cze 2026,10000000.0,laliga,27
1992,RCD Mallorca,Dominik Greif,Bramkarz,6 kwi 1997 (25),"1,97m",prawonożny,6 lip 2021,30 cze 2026,1500000.0,laliga,25
1993,RCD Mallorca,Leo Román,Bramkarz,6 lip 2000 (22),"1,89m",prawonożny,1 lip 2022,30 cze 2026,300000.0,laliga,22
1994,RCD Mallorca,Martin Valjent,Środkowy obrońca,11 gru 1995 (27),"1,87m",prawonożny,1 lip 2019,30 cze 2025,4500000.0,laliga,27
1995,RCD Mallorca,Antonio Raíllo,Środkowy obrońca,8 paź 1991 (31),"1,87m", ,1 lip 2016,30 cze 2024,3000000.0,laliga,31
1996,RCD Mallorca,José Copete,Środkowy obrońca,10 paź 1999 (23),"1,90m",lewonożny,1 lip 2022,30 cze 2026,2000000.0,laliga,23
1997,RCD Mallorca,Matija Nastasić,Środkowy obrońca,28 mar 1993 (29),"1,88m",lewonożny,1 wrz 2022,30 cze 2023,1500000.0,laliga,29
1998,RCD Mallorca,Braian Cufré,Lewy obrońca,15 gru 1996 (26),"1,78m",lewonożny,28 wrz 2020,30 cze 2024,1200000.0,laliga,26
1999,RCD Mallorca,Jaume Costa,Lewy obrońca,18 mar 1988 (34),"1,71m",lewonożny,7 lip 2021,30 cze 2023,1200000.0,laliga,34
2000,RCD Mallorca,Pablo Maffeo,Prawy obrońca,12 lip 1997 (25),"1,72m",prawonożny,1 lip 2022,30 cze 2026,6000000.0,laliga,25
2001,RCD Mallorca,Giovanni González,Prawy obrońca,20 wrz 1994 (28),"1,78m",prawonożny,29 sty 2022,30 cze 2024,2000000.0,laliga,28
2002,RCD Mallorca,Rodrigo Battaglia,Defensywny pomocnik,12 lip 1991 (31),"1,87m",prawonożny,29 lip 2022,30 cze 2024,1500000.0,laliga,31
2003,RCD Mallorca,Iddrisu Baba,Środkowy pomocnik,22 sty 1996 (26),"1,82m",prawonożny,1 lip 2018,30 cze 2024,3000000.0,laliga,26
2004,RCD Mallorca,Iñigo Ruiz de Galarreta,Środkowy pomocnik,6 sie 1993 (29),"1,75m",prawonożny,1 wrz 2019,30 cze 2023,2000000.0,laliga,29
2005,RCD Mallorca,Antonio Sánchez,Środkowy pomocnik,22 kwi 1997 (25),"1,79m",prawonożny,1 lip 2018,30 cze 2024,1800000.0,laliga,25
2006,RCD Mallorca,Clément Grenier,Środkowy pomocnik,7 sty 1991 (32),"1,86m",prawonożny,3 mar 2022,30 cze 2024,900000.0,laliga,32
2007,RCD Mallorca,Kang-in Lee,Ofensywny pomocnik,19 lut 2001 (21),"1,73m",lewonożny,30 sie 2021,30 cze 2025,12000000.0,laliga,21
2008,RCD Mallorca,Dani Rodríguez,Ofensywny pomocnik,6 cze 1988 (34),"1,78m",prawonożny,1 lip 2018,30 cze 2024,1200000.0,laliga,34
2009,RCD Mallorca,Amath Ndiaye,Lewy napastnik,16 lip 1996 (26),"1,73m",prawonożny,1 lip 2021,30 cze 2025,2000000.0,laliga,26
2010,RCD Mallorca,Javier Llabrés,Lewy napastnik,11 wrz 2002 (20),"1,74m",obunożny,1 lip 2022,30 cze 2026,300000.0,laliga,20
